id, username, timestamp, accesstype, ipaddress, affecteduser, 
149, ljbtirazona, 2013-04-01 03:33:49, delete, 127.0.0.1, bmopinga, 
150, ljbtirazona, 2013-04-01 03:33:54, delete, 127.0.0.1, amopinga, 
151, ljbtirazona, 2013-04-01 03:53:06, delete, 127.0.0.1, gmopinga, 
152, ljbtirazona, 2013-04-01 03:53:14, delete, 127.0.0.1, fmopinga, 
153, ljbtirazona, 2013-04-01 03:53:20, delete, 127.0.0.1, emopinga, 
154, ljbtirazona, 2013-04-01 03:53:27, delete, 127.0.0.1, dmopinga, 
155, ljbtirazona, 2013-04-01 03:53:31, delete, 127.0.0.1, cmopinga, 
156, ljbtirazona, 2013-04-01 03:53:35, delete, 127.0.0.1, bmopinga, 
157, ljbtirazona, 2013-04-01 03:53:40, delete, 127.0.0.1, amopinga, 
158, ljbtirazona, 2013-04-01 04:09:20, add role, 127.0.0.1, mcspaterno, 
179, ljbtirazona, 2013-04-01 04:37:43, delete role, 127.0.0.1, kepbautista, 
185, ljbtirazona, 2013-04-01 04:45:36, delete role, 127.0.0.1, hrdo, 
187, ljbtirazona, 2013-04-01 04:47:20, delete role, 127.0.0.1, registrar, 
191, ljbtirazona, 2013-04-01 04:48:34, delete role, 127.0.0.1, ljbtirazona, 
192, ljbtirazona, 2013-04-01 04:48:50, delete role, 127.0.0.1, mgcarandang, 
193, ljbtirazona, 2013-04-01 04:56:02, delete role, 127.0.0.1, mespiadozo, 
194, ljbtirazona, 2013-04-01 04:56:12, delete role, 127.0.0.1, mctdeluna, 
195, ljbtirazona, 2013-04-01 04:58:21, add role, 127.0.0.1, ljbtirazona, 
196, ljbtirazona, 2013-04-01 05:00:14, add role, 127.0.0.1, ravreveche, 
197, ljbtirazona, 2013-04-01 05:00:32, add role, 127.0.0.1, kepbautista, 
198, ljbtirazona, 2013-04-01 05:01:02, add role, 127.0.0.1, mgcarandang, 
199, ljbtirazona, 2013-04-01 05:10:56, insert, 127.0.0.1, aopinga, 
200, ljbtirazona, 2013-04-01 05:13:18, delete, 127.0.0.1, aopinga, 
201, ljbtirazona, 2013-04-01 05:13:40, insert, 127.0.0.1, aopinga, 
202, tmopinga, 2013-04-01 05:16:07, change password, 127.0.0.1, tmopinga, 
203, tmopinga, 2013-04-01 05:17:34, change password, 127.0.0.1, tmopinga, 
204, tmopinga, 2013-04-01 11:55:55, change password, 127.0.0.1, tmopinga, 
205, tmopinga, 2013-04-01 11:58:44, change password, 127.0.0.1, tmopinga, 
206, tmopinga, 2013-04-01 12:00:31, change password, 127.0.0.1, tmopinga, 
207, tmopinga, 2013-04-01 13:28:40, change password, 127.0.0.1, tmopinga, 
208, mgcarandang, 2013-04-01 14:10:37, delete, 127.0.0.1, aopinga, 
209, mgcarandang, 2013-04-01 14:10:47, delete, 127.0.0.1, bmopinga, 
210, mgcarandang, 2013-04-01 14:11:05, delete, 127.0.0.1, amopinga, 
211, ljbtirazona, 2013-04-01 14:35:38, insert, 127.0.0.1, aopinga, 
212, ljbtirazona, 2013-04-02 10:52:01, delete, 127.0.0.1, aopinga, 
213, ljbtirazona, 2013-04-02 10:52:20, insert, 127.0.0.1, aopinga, 
214, ljbtirazona, 2013-04-02 10:52:57, delete, 127.0.0.1, aopinga, 
215, ljbtirazona, 2013-04-02 12:52:21, insert, 127.0.0.1, aopinga, 
216, ljbtirazona, 2013-04-02 12:52:35, delete, 127.0.0.1, aopinga, 
217, ljbtirazona, 2013-04-02 15:23:48, insert, 127.0.0.1, aopinga, 
218, ljbtirazona, 2013-04-02 15:25:15, delete, 127.0.0.1, cmopinga, 
219, ljbtirazona, 2013-04-02 15:25:20, delete, 127.0.0.1, dmopinga, 
220, ljbtirazona, 2013-04-02 15:35:15, delete, 127.0.0.1, bmopinga, 
221, ljbtirazona, 2013-04-02 15:35:33, delete, 127.0.0.1, amopinga, 
222, ljbtirazona, 2013-04-02 15:46:38, delete, 127.0.0.1, amopinga, 
223, ljbtirazona, 2013-04-02 15:47:55, delete, 127.0.0.1, amopinga, 
224, ljbtirazona, 2013-04-02 15:49:51, delete, 127.0.0.1, bmopinga, 
225, ljbtirazona, 2013-04-02 15:49:55, delete, 127.0.0.1, amopinga, 
226, ljbtirazona, 2013-04-02 15:53:46, delete, 127.0.0.1, emopinga, 
227, ljbtirazona, 2013-04-02 15:53:52, delete, 127.0.0.1, dmopinga, 
228, ljbtirazona, 2013-04-02 15:53:57, delete, 127.0.0.1, cmopinga, 
229, ljbtirazona, 2013-04-02 15:54:07, delete, 127.0.0.1, amopinga, 
230, ljbtirazona, 2013-04-02 15:58:33, delete, 127.0.0.1, emopinga, 
231, ljbtirazona, 2013-04-02 15:58:37, delete, 127.0.0.1, dmopinga, 
232, ljbtirazona, 2013-04-02 15:58:42, delete, 127.0.0.1, cmopinga, 
233, ljbtirazona, 2013-04-02 15:58:46, delete, 127.0.0.1, amopinga, 
234, ljbtirazona, 2013-04-02 16:03:39, delete, 127.0.0.1, emopinga, 
235, ljbtirazona, 2013-04-02 16:03:43, delete, 127.0.0.1, dmopinga, 
236, ljbtirazona, 2013-04-02 16:03:48, delete, 127.0.0.1, cmopinga, 
237, ljbtirazona, 2013-04-02 16:03:52, delete, 127.0.0.1, amopinga, 
238, ljbtirazona, 2013-04-02 16:09:07, delete, 127.0.0.1, dmopinga, 
239, ljbtirazona, 2013-04-02 16:09:30, delete, 127.0.0.1, cmopinga, 
240, ljbtirazona, 2013-04-02 16:09:37, delete, 127.0.0.1, aopinga, 
241, ljbtirazona, 2013-04-02 20:26:54, insert, 127.0.0.1, aopinga, 
242, ljbtirazona, 2013-04-02 20:27:05, delete, 127.0.0.1, aopinga, 
243, ljbtirazona, 2013-04-02 20:27:43, insert, 127.0.0.1, aopinga, 
244, ljbtirazona, 2013-04-02 20:27:53, delete, 127.0.0.1, aopinga, 
245, ljbtirazona, 2013-04-02 20:28:43, delete, 127.0.0.1, dmopinga, 
246, ljbtirazona, 2013-04-02 20:29:09, delete, 127.0.0.1, cmopinga, 
247, mgcarandang, 2013-04-03 08:11:48, insert, 127.0.0.1, aopinga, 
