id, username, timestamp, accesstype, ipaddress, affecteduser, 
220, ljbtirazona, 2013-04-02 15:35:15, delete, 127.0.0.1, bmopinga, 
221, ljbtirazona, 2013-04-02 15:35:33, delete, 127.0.0.1, amopinga, 
222, ljbtirazona, 2013-04-02 15:46:38, delete, 127.0.0.1, amopinga, 
223, ljbtirazona, 2013-04-02 15:47:55, delete, 127.0.0.1, amopinga, 
224, ljbtirazona, 2013-04-02 15:49:51, delete, 127.0.0.1, bmopinga, 
225, ljbtirazona, 2013-04-02 15:49:55, delete, 127.0.0.1, amopinga, 
226, ljbtirazona, 2013-04-02 15:53:46, delete, 127.0.0.1, emopinga, 
227, ljbtirazona, 2013-04-02 15:53:52, delete, 127.0.0.1, dmopinga, 
228, ljbtirazona, 2013-04-02 15:53:57, delete, 127.0.0.1, cmopinga, 
229, ljbtirazona, 2013-04-02 15:54:07, delete, 127.0.0.1, amopinga, 
230, ljbtirazona, 2013-04-02 15:58:33, delete, 127.0.0.1, emopinga, 
231, ljbtirazona, 2013-04-02 15:58:37, delete, 127.0.0.1, dmopinga, 
232, ljbtirazona, 2013-04-02 15:58:42, delete, 127.0.0.1, cmopinga, 
233, ljbtirazona, 2013-04-02 15:58:46, delete, 127.0.0.1, amopinga, 
234, ljbtirazona, 2013-04-02 16:03:39, delete, 127.0.0.1, emopinga, 
235, ljbtirazona, 2013-04-02 16:03:43, delete, 127.0.0.1, dmopinga, 
236, ljbtirazona, 2013-04-02 16:03:48, delete, 127.0.0.1, cmopinga, 
237, ljbtirazona, 2013-04-02 16:03:52, delete, 127.0.0.1, amopinga, 
238, ljbtirazona, 2013-04-02 16:09:07, delete, 127.0.0.1, dmopinga, 
239, ljbtirazona, 2013-04-02 16:09:30, delete, 127.0.0.1, cmopinga, 
240, ljbtirazona, 2013-04-02 16:09:37, delete, 127.0.0.1, aopinga, 
241, ljbtirazona, 2013-04-02 20:26:54, insert, 127.0.0.1, aopinga, 
242, ljbtirazona, 2013-04-02 20:27:05, delete, 127.0.0.1, aopinga, 
243, ljbtirazona, 2013-04-02 20:27:43, insert, 127.0.0.1, aopinga, 
244, ljbtirazona, 2013-04-02 20:27:53, delete, 127.0.0.1, aopinga, 
245, ljbtirazona, 2013-04-02 20:28:43, delete, 127.0.0.1, dmopinga, 
246, ljbtirazona, 2013-04-02 20:29:09, delete, 127.0.0.1, cmopinga, 
247, mgcarandang, 2013-04-03 08:11:48, insert, 127.0.0.1, aopinga, 
248, ljbtirazona, 2013-04-04 16:04:52, delete, 127.0.0.1, amopinga, 
249, ljbtirazona, 2013-04-04 16:05:05, delete, 127.0.0.1, emopinga, 
250, ljbtirazona, 2013-04-04 16:12:13, delete, 127.0.0.1, imopinga, 
251, ljbtirazona, 2013-04-05 03:20:59, delete, 127.0.0.1, imopinga, 
252, ljbtirazona, 2013-04-05 03:21:06, delete, 127.0.0.1, hmopinga, 
253, ljbtirazona, 2013-04-05 03:21:11, delete, 127.0.0.1, gmopinga, 
254, ljbtirazona, 2013-04-05 03:21:17, delete, 127.0.0.1, fmopinga, 
255, ljbtirazona, 2013-04-05 03:21:22, delete, 127.0.0.1, emopinga, 
256, ljbtirazona, 2013-04-05 03:21:30, delete, 127.0.0.1, amopinga, 
257, ljbtirazona, 2013-04-05 03:21:35, delete, 127.0.0.1, aopinga, 
258, ljbtirazona, 2013-04-05 03:21:40, delete, 127.0.0.1, dmopinga, 
259, ljbtirazona, 2013-04-05 03:21:45, delete, 127.0.0.1, cmopinga, 
260, ljbtirazona, 2013-04-05 03:35:05, delete, 127.0.0.1, imopinga, 
261, ljbtirazona, 2013-04-05 03:35:11, delete, 127.0.0.1, hmopinga, 
262, ljbtirazona, 2013-04-05 03:35:16, delete, 127.0.0.1, gmopinga, 
263, ljbtirazona, 2013-04-05 03:35:21, delete, 127.0.0.1, fmopinga, 
264, ljbtirazona, 2013-04-05 03:35:26, delete, 127.0.0.1, emopinga, 
265, ljbtirazona, 2013-04-05 03:35:31, delete, 127.0.0.1, dmopinga, 
266, ljbtirazona, 2013-04-05 03:35:35, delete, 127.0.0.1, cmopinga, 
267, ljbtirazona, 2013-04-05 03:35:39, delete, 127.0.0.1, amopinga, 
268, ljbtirazona, 2013-04-05 03:38:18, delete, 127.0.0.1, imopinga, 
269, ljbtirazona, 2013-04-05 03:38:25, delete, 127.0.0.1, hmopinga, 
270, ljbtirazona, 2013-04-05 03:38:31, delete, 127.0.0.1, amopinga, 
271, ljbtirazona, 2013-04-05 03:41:37, delete, 127.0.0.1, imopinga, 
272, ljbtirazona, 2013-04-05 03:41:45, delete, 127.0.0.1, gmopinga, 
273, ljbtirazona, 2013-04-05 03:41:50, delete, 127.0.0.1, cmopinga, 
274, ljbtirazona, 2013-04-05 03:41:55, delete, 127.0.0.1, dmopinga, 
275, ljbtirazona, 2013-04-05 03:42:00, delete, 127.0.0.1, emopinga, 
276, ljbtirazona, 2013-04-05 03:42:04, delete, 127.0.0.1, fmopinga, 
277, ljbtirazona, 2013-04-05 03:42:09, delete, 127.0.0.1, amopinga, 
278, ljbtirazona, 2013-04-05 03:47:20, delete, 127.0.0.1, imopinga, 
279, ljbtirazona, 2013-04-05 03:47:25, delete, 127.0.0.1, gmopinga, 
280, ljbtirazona, 2013-04-05 03:47:30, delete, 127.0.0.1, hmopinga, 
281, ljbtirazona, 2013-04-05 03:47:36, delete, 127.0.0.1, amopinga, 
282, ljbtirazona, 2013-04-05 03:47:42, delete, 127.0.0.1, emopinga, 
283, ljbtirazona, 2013-04-05 03:47:46, delete, 127.0.0.1, fmopinga, 
284, ljbtirazona, 2013-04-05 03:53:10, delete, 127.0.0.1, imopinga, 
285, ljbtirazona, 2013-04-05 03:53:15, delete, 127.0.0.1, cmopinga, 
286, ljbtirazona, 2013-04-05 03:53:21, delete, 127.0.0.1, amopinga, 
287, ljbtirazona, 2013-04-05 03:53:26, delete, 127.0.0.1, dmopinga, 
288, ljbtirazona, 2013-04-05 03:54:54, delete, 127.0.0.1, imopinga, 
289, ljbtirazona, 2013-04-05 03:54:58, delete, 127.0.0.1, fmopinga, 
290, ljbtirazona, 2013-04-05 03:55:02, delete, 127.0.0.1, emopinga, 
291, ljbtirazona, 2013-04-05 03:55:07, delete, 127.0.0.1, gmopinga, 
292, ljbtirazona, 2013-04-05 03:55:12, delete, 127.0.0.1, dmopinga, 
293, ljbtirazona, 2013-04-05 03:56:17, delete, 127.0.0.1, amopinga, 
294, ljbtirazona, 2013-04-05 03:56:23, delete, 127.0.0.1, cmopinga, 
295, ljbtirazona, 2013-04-05 03:56:28, delete, 127.0.0.1, fmopinga, 
296, ljbtirazona, 2013-04-05 03:56:32, delete, 127.0.0.1, gmopinga, 
297, ljbtirazona, 2013-04-05 03:56:37, delete, 127.0.0.1, emopinga, 
298, ljbtirazona, 2013-04-05 03:56:42, delete, 127.0.0.1, dmopinga, 
299, ljbtirazona, 2013-04-05 03:56:47, delete, 127.0.0.1, imopinga, 
300, ljbtirazona, 2013-04-05 04:00:18, delete, 127.0.0.1, imopinga, 
301, ljbtirazona, 2013-04-05 04:00:22, delete, 127.0.0.1, gmopinga, 
302, ljbtirazona, 2013-04-05 04:00:26, delete, 127.0.0.1, fmopinga, 
303, ljbtirazona, 2013-04-05 04:02:53, delete, 127.0.0.1, gmopinga, 
304, ljbtirazona, 2013-04-05 04:02:58, delete, 127.0.0.1, amopinga, 
305, ljbtirazona, 2013-04-05 04:03:04, delete, 127.0.0.1, emopinga, 
306, ljbtirazona, 2013-04-05 04:03:08, delete, 127.0.0.1, hmopinga, 
307, ljbtirazona, 2013-04-05 04:03:57, delete, 127.0.0.1, fmopinga, 
308, ljbtirazona, 2013-04-05 04:05:55, delete, 127.0.0.1, hmopinga, 
309, ljbtirazona, 2013-04-05 04:06:00, delete, 127.0.0.1, gmopinga, 
310, ljbtirazona, 2013-04-05 04:06:04, delete, 127.0.0.1, fmopinga, 
311, ljbtirazona, 2013-04-05 04:06:08, delete, 127.0.0.1, emopinga, 
312, ljbtirazona, 2013-04-05 04:06:12, delete, 127.0.0.1, amopinga, 
313, ljbtirazona, 2013-04-05 04:06:17, delete, 127.0.0.1, imopinga, 
314, ljbtirazona, 2013-04-05 04:06:21, delete, 127.0.0.1, dmopinga, 
315, ljbtirazona, 2013-04-05 04:06:26, delete, 127.0.0.1, cmopinga, 
316, ljbtirazona, 2013-04-05 04:20:25, delete, 127.0.0.1, imopinga, 
317, ljbtirazona, 2013-04-05 04:20:30, delete, 127.0.0.1, hmopinga, 
318, ljbtirazona, 2013-04-05 04:20:34, delete, 127.0.0.1, gmopinga, 
319, ljbtirazona, 2013-04-05 04:20:39, delete, 127.0.0.1, fmopinga, 
320, ljbtirazona, 2013-04-05 04:20:43, delete, 127.0.0.1, emopinga, 
321, ljbtirazona, 2013-04-05 04:20:48, delete, 127.0.0.1, dmopinga, 
322, ljbtirazona, 2013-04-05 04:20:52, delete, 127.0.0.1, amopinga, 
323, ljbtirazona, 2013-04-05 04:22:57, delete, 127.0.0.1, amopinga, 
324, ljbtirazona, 2013-04-05 04:23:02, delete, 127.0.0.1, tmopinga, 
325, ljbtirazona, 2013-04-05 04:26:46, delete, 127.0.0.1, tmopinga, 
326, ljbtirazona, 2013-04-05 04:26:50, delete, 127.0.0.1, amopinga, 
327, ljbtirazona, 2013-04-05 04:26:55, delete, 127.0.0.1, fmopinga, 
328, ljbtirazona, 2013-04-05 04:27:00, delete, 127.0.0.1, imopinga, 
329, ljbtirazona, 2013-04-05 04:27:04, delete, 127.0.0.1, hmopinga, 
330, ljbtirazona, 2013-04-05 04:27:09, delete, 127.0.0.1, gmopinga, 
331, ljbtirazona, 2013-04-05 04:27:13, delete, 127.0.0.1, emopinga, 
332, ljbtirazona, 2013-04-05 04:27:18, delete, 127.0.0.1, dmopinga, 
333, ljbtirazona, 2013-04-05 04:28:27, insert, 127.0.0.1, tmopinga, 
334, ljbtirazona, 2013-04-05 04:28:54, change password, 127.0.0.1, tmopinga, 
335, ljbtirazona, 2013-04-05 04:52:09, add degree program, 127.0.0.1, test, 
336, ljbtirazona, 2013-04-05 04:52:20, delete degree program, 127.0.0.1, test, 
337, tmopinga, 2013-04-05 04:57:46, change password, 127.0.0.1, tmopinga, 
338, tmopinga, 2013-04-05 04:58:49, change email, 127.0.0.1, tmopinga, 
339, tmopinga, 2013-04-05 05:38:49, change email, 127.0.0.1, tmopinga, 
340, tmopinga, 2013-04-05 05:40:43, change password, 127.0.0.1, tmopinga, 
341, mgcarandang, 2013-04-05 05:46:00, change password, 127.0.0.1, ldmzavalla, 
342, mgcarandang, 2013-04-05 05:47:36, insert, 127.0.0.1, aopinga, 
343, mgcarandang, 2013-04-05 05:49:06, edit profile, 127.0.0.1, aopinga, 
344, mgcarandang, 2013-04-05 05:49:22, change password, 127.0.0.1, aopinga, 
345, mgcarandang, 2013-04-05 05:49:39, delete, 127.0.0.1, aopinga, 
346, mgcarandang, 2013-04-05 05:50:12, insert, 127.0.0.1, aopinga, 
347, mgcarandang, 2013-04-05 05:50:21, delete, 127.0.0.1, aopinga, 
348, mgcarandang, 2013-04-05 05:50:49, insert, 127.0.0.1, aopinga, 
349, mgcarandang, 2013-04-05 05:51:15, delete, 127.0.0.1, aopinga, 
350, mgcarandang, 2013-04-05 05:56:26, delete, 127.0.0.1, imopinga, 
351, mgcarandang, 2013-04-05 05:56:59, delete, 127.0.0.1, hmopinga, 
352, mgcarandang, 2013-04-05 05:57:04, delete, 127.0.0.1, gmopinga, 
353, mgcarandang, 2013-04-05 05:57:16, delete, 127.0.0.1, fmopinga, 
354, mgcarandang, 2013-04-05 05:57:21, delete, 127.0.0.1, dmopinga, 
355, mgcarandang, 2013-04-05 05:57:25, delete, 127.0.0.1, emopinga, 
356, mgcarandang, 2013-04-05 05:58:30, delete, 127.0.0.1, imopinga, 
357, mgcarandang, 2013-04-05 05:58:34, delete, 127.0.0.1, hmopinga, 
358, mgcarandang, 2013-04-05 05:58:38, delete, 127.0.0.1, gmopinga, 
359, mgcarandang, 2013-04-05 05:58:42, delete, 127.0.0.1, fmopinga, 
360, mgcarandang, 2013-04-05 05:58:46, delete, 127.0.0.1, emopinga, 
361, mgcarandang, 2013-04-05 05:58:50, delete, 127.0.0.1, dmopinga, 
362, ljbtirazona, 2013-04-05 06:02:38, delete role, 127.0.0.1, wpabasolo, 
363, ljbtirazona, 2013-04-05 06:03:15, delete role, 127.0.0.1, archupungco, 
364, ljbtirazona, 2013-04-05 06:03:41, add role, 127.0.0.1, mcspaterno, 
